Vacc Period,Gender,Age,Past PCR tests,Sector,Epi Week,N_person,Rate_Severe_1K
Jan,male,40-59,1,General Jewish,07-25_07-31,22815,0
Jan,male,40-59,1,Arab,07-11_07-17,2390,0
Jan,male,40-59,1,Arab,07-18_07-24,2389,0
Jan,male,40-59,1,Arab,07-25_07-31,2387,0
Jan,male,40-59,1,ultra-Orthodox Jewish,07-11_07-17,1226,0
Jan,male,40-59,1,ultra-Orthodox Jewish,07-18_07-24,1226,0
Jan,male,40-59,1,ultra-Orthodox Jewish,07-25_07-31,1224,0
Jan,male,40-59,2+,General Jewish,07-11_07-17,19204,0
Jan,male,40-59,2+,General Jewish,07-18_07-24,19187,0.052118621983634754
Jan,male,40-59,2+,General Jewish,07-25_07-31,19153,0.05221114185767242
Jan,male,40-59,2+,Arab,07-11_07-17,2901,0
Jan,male,40-59,2+,Arab,07-18_07-24,2901,0
Jan,male,40-59,2+,Arab,07-25_07-31,2897,0
Jan,male,40-59,2+,ultra-Orthodox Jewish,07-11_07-17,1249,0
Jan,male,40-59,2+,ultra-Orthodox Jewish,07-18_07-24,1249,0
Jan,male,40-59,2+,ultra-Orthodox Jewish,07-25_07-31,1248,0
Feb,male,40-59,0,General Jewish,07-11_07-17,219134,0.0045634178174085265
Feb,male,40-59,0,General Jewish,07-18_07-24,219004,0.009132253292177312
Feb,male,40-59,0,General Jewish,07-25_07-31,218746,0.00914302432958774
Feb,male,40-59,0,Arab,07-11_07-17,29423,0
Feb,male,40-59,0,Arab,07-18_07-24,29422,0.033988172116103596
Feb,male,40-59,0,Arab,07-25_07-31,29415,0.03399626041135475
Feb,male,40-59,0,ultra-Orthodox Jewish,07-11_07-17,8784,0
Feb,male,40-59,0,ultra-Orthodox Jewish,07-18_07-24,8784,0
Feb,male,40-59,0,ultra-Orthodox Jewish,07-25_07-31,8780,0
Feb,male,40-59,1,General Jewish,07-11_07-17,63507,0
Feb,male,40-59,1,General Jewish,07-18_07-24,63438,0
Feb,male,40-59,1,General Jewish,07-25_07-31,63343,0.0157870640796931
Feb,male,40-59,1,Arab,07-11_07-17,9265,0
Feb,male,40-59,1,Arab,07-18_07-24,9264,0
Feb,male,40-59,1,Arab,07-25_07-31,9262,0
Feb,male,40-59,1,ultra-Orthodox Jewish,07-11_07-17,2989,0
Feb,male,40-59,1,ultra-Orthodox Jewish,07-18_07-24,2989,0
Feb,male,40-59,1,ultra-Orthodox Jewish,07-25_07-31,2987,0.33478406427854035
Feb,male,40-59,2+,General Jewish,07-11_07-17,27683,0
Feb,male,40-59,2+,General Jewish,07-18_07-24,27663,0
Feb,male,40-59,2+,General Jewish,07-25_07-31,27622,0.036203026573021505
Feb,male,40-59,2+,Arab,07-11_07-17,5331,0
Feb,male,40-59,2+,Arab,07-18_07-24,5329,0
Feb,male,40-59,2+,Arab,07-25_07-31,5328,0
Feb,male,40-59,2+,ultra-Orthodox Jewish,07-11_07-17,1879,0
Feb,male,40-59,2+,ultra-Orthodox Jewish,07-18_07-24,1879,0
Feb,male,40-59,2+,ultra-Orthodox Jewish,07-25_07-31,1875,0
Mar,male,40-59,0,General Jewish,07-11_07-17,111025,0.009006980409817608
Mar,male,40-59,0,General Jewish,07-18_07-24,110970,0
Mar,male,40-59,0,General Jewish,07-25_07-31,110903,0
Mar,male,40-59,0,Arab,07-11_07-17,35207,0
Mar,male,40-59,0,Arab,07-18_07-24,35206,0
Mar,male,40-59,0,Arab,07-25_07-31,35205,0
Mar,male,40-59,0,ultra-Orthodox Jewish,07-11_07-17,5842,0
Mar,male,40-59,0,ultra-Orthodox Jewish,07-18_07-24,5842,0
Mar,male,40-59,0,ultra-Orthodox Jewish,07-25_07-31,5839,0
Mar,male,40-59,1,General Jewish,07-11_07-17,21575,0
Mar,male,40-59,1,General Jewish,07-18_07-24,21560,0
Mar,male,40-59,1,General Jewish,07-25_07-31,21536,0
Mar,male,40-59,1,Arab,07-11_07-17,7683,0
Mar,male,40-59,1,Arab,07-18_07-24,7681,0
Mar,male,40-59,1,Arab,07-25_07-31,7680,0
Mar,male,40-59,1,ultra-Orthodox Jewish,07-11_07-17,1427,0
Mar,male,40-59,1,ultra-Orthodox Jewish,07-18_07-24,1427,0
Mar,male,40-59,1,ultra-Orthodox Jewish,07-25_07-31,1425,0
Mar,male,40-59,2+,General Jewish,07-11_07-17,8218,0
Mar,male,40-59,2+,General Jewish,07-18_07-24,8211,0
Mar,male,40-59,2+,General Jewish,07-25_07-31,8193,0
Mar,male,40-59,2+,Arab,07-11_07-17,3086,0
Mar,male,40-59,2+,Arab,07-18_07-24,3086,0
Mar,male,40-59,2+,Arab,07-25_07-31,3086,0
Mar,male,40-59,2+,ultra-Orthodox Jewish,07-11_07-17,669,0
Mar,male,40-59,2+,ultra-Orthodox Jewish,07-18_07-24,669,0
Mar,male,40-59,2+,ultra-Orthodox Jewish,07-25_07-31,669,0
Apr-May,male,40-59,0,General Jewish,07-11_07-17,27285,0
Apr-May,male,40-59,0,General Jewish,07-18_07-24,27281,0.03665554781716213
Apr-May,male,40-59,0,General Jewish,07-25_07-31,27274,0
Apr-May,male,40-59,0,Arab,07-11_07-17,10749,0
Apr-May,male,40-59,0,Arab,07-18_07-24,10749,0
Apr-May,male,40-59,0,Arab,07-25_07-31,10748,0
Apr-May,male,40-59,0,ultra-Orthodox Jewish,07-11_07-17,1644,0
Apr-May,male,40-59,0,ultra-Orthodox Jewish,07-18_07-24,1644,0
Apr-May,male,40-59,0,ultra-Orthodox Jewish,07-25_07-31,1644,0
Apr-May,male,40-59,1,General Jewish,07-11_07-17,3816,0
Apr-May,male,40-59,1,General Jewish,07-18_07-24,3814,0
Apr-May,male,40-59,1,General Jewish,07-25_07-31,3812,0
Apr-May,male,40-59,1,Arab,07-11_07-17,2013,0
Apr-May,male,40-59,1,Arab,07-18_07-24,2013,0
Apr-May,male,40-59,1,Arab,07-25_07-31,2013,0
Apr-May,male,40-59,1,ultra-Orthodox Jewish,07-11_07-17,314,0
Apr-May,male,40-59,1,ultra-Orthodox Jewish,07-18_07-24,314,0
Apr-May,male,40-59,1,ultra-Orthodox Jewish,07-25_07-31,314,0
Apr-May,male,40-59,2+,General Jewish,07-11_07-17,1661,0
Apr-May,male,40-59,2+,General Jewish,07-18_07-24,1661,0
Apr-May,male,40-59,2+,General Jewish,07-25_07-31,1659,0
Apr-May,male,40-59,2+,Arab,07-11_07-17,788,0
Apr-May,male,40-59,2+,Arab,07-18_07-24,788,0
Apr-May,male,40-59,2+,Arab,07-25_07-31,788,0
Apr-May,male,40-59,2+,ultra-Orthodox Jewish,07-11_07-17,170,0
Apr-May,male,40-59,2+,ultra-Orthodox Jewish,07-18_07-24,170,0
Apr-May,male,40-59,2+,ultra-Orthodox Jewish,07-25_07-31,170,0
Jan,male,60+,0,General Jewish,07-11_07-17,225438,0.05766552222784091
Jan,male,60+,0,General Jewish,07-18_07-24,225289,0.1109685781374146
Jan,male,60+,0,General Jewish,07-25_07-31,225053,0.19995289998355942
Jan,male,60+,0,Arab,07-11_07-17,10359,0
Jan,male,60+,0,Arab,07-18_07-24,10356,0
Jan,male,60+,0,Arab,07-25_07-31,10354,0.2897430944562488
Jan,male,60+,0,ultra-Orthodox Jewish,07-11_07-17,8710,0
Jan,male,60+,0,ultra-Orthodox Jewish,07-18_07-24,8710,0
Jan,male,60+,0,ultra-Orthodox Jewish,07-25_07-31,8705,0
Jan,male,60+,1,General Jewish,07-11_07-17,54731,0.05481354259925819
Jan,male,60+,1,General Jewish,07-18_07-24,54674,0.10974137615685702
Jan,male,60+,1,General Jewish,07-25_07-31,54593,0.25644313373509425
Jan,male,60+,1,Arab,07-11_07-17,3277,0
Jan,male,60+,1,Arab,07-18_07-24,3277,0
Jan,male,60+,1,Arab,07-25_07-31,3276,0
Jan,male,60+,1,ultra-Orthodox Jewish,07-11_07-17,2253,0
Jan,male,60+,1,ultra-Orthodox Jewish,07-18_07-24,2253,0
Jan,male,60+,1,ultra-Orthodox Jewish,07-25_07-31,2249,0
Jan,male,60+,2+,General Jewish,07-11_07-17,30735,0.0976085895558809
Jan,male,60+,2+,General Jewish,07-18_07-24,30715,0.42324597102392963
Jan,male,60+,2+,General Jewish,07-25_07-31,30665,0.6195988912440893
Jan,male,60+,2+,Arab,07-11_07-17,2084,0
Jan,male,60+,2+,Arab,07-18_07-24,2083,0
Jan,male,60+,2+,Arab,07-25_07-31,2081,1.4416146083613646
Jan,male,60+,2+,ultra-Orthodox Jewish,07-11_07-17,1491,0
Jan,male,60+,2+,ultra-Orthodox Jewish,07-18_07-24,1491,0
Jan,male,60+,2+,ultra-Orthodox Jewish,07-25_07-31,1490,0.6711409395973154
Feb,male,60+,0,General Jewish,07-11_07-17,120181,0.08320782819247635
Feb,male,60+,0,General Jewish,07-18_07-24,120123,0.09157280454201111
Feb,male,60+,0,General Jewish,07-25_07-31,120019,0.17497229605312492
Feb,male,60+,0,Arab,07-11_07-17,17530,0
Feb,male,60+,0,Arab,07-18_07-24,17528,0
Feb,male,60+,0,Arab,07-25_07-31,17526,0.05705808513066301
Feb,male,60+,0,ultra-Orthodox Jewish,07-11_07-17,6132,0.16307893020221786
Feb,male,60+,0,ultra-Orthodox Jewish,07-18_07-24,6129,0
Feb,male,60+,0,ultra-Orthodox Jewish,07-25_07-31,6124,0.16329196603527107
Feb,male,60+,1,General Jewish,07-11_07-17,23408,0.1281613123718387
Feb,male,60+,1,General Jewish,07-18_07-24,23395,0.12823252831801668
Feb,male,60+,1,General Jewish,07-25_07-31,23373,0.1283532280836863
Feb,male,60+,1,Arab,07-11_07-17,4092,0
Feb,male,60+,1,Arab,07-18_07-24,4091,0.24443901246638963
Feb,male,60+,1,Arab,07-25_07-31,4090,0.7334963325183375
Feb,male,60+,1,ultra-Orthodox Jewish,07-11_07-17,1257,0
Feb,male,60+,1,ultra-Orthodox Jewish,07-18_07-24,1256,0
Feb,male,60+,1,ultra-Orthodox Jewish,07-25_07-31,1255,0
Feb,male,60+,2+,General Jewish,07-11_07-17,12640,0.07911392405063292
Feb,male,60+,2+,General Jewish,07-18_07-24,12632,0.31665611146295125
Feb,male,60+,2+,General Jewish,07-25_07-31,12616,0.5548509828788839
Feb,male,60+,2+,Arab,07-11_07-17,1993,0
Feb,male,60+,2+,Arab,07-18_07-24,1991,0
Feb,male,60+,2+,Arab,07-25_07-31,1991,0
Feb,male,60+,2+,ultra-Orthodox Jewish,07-11_07-17,748,0
Feb,male,60+,2+,ultra-Orthodox Jewish,07-18_07-24,747,0
Feb,male,60+,2+,ultra-Orthodox Jewish,07-25_07-31,746,0
Mar,male,60+,0,General Jewish,07-11_07-17,30462,0.03282778543759438
Mar,male,60+,0,General Jewish,07-18_07-24,30451,0
Mar,male,60+,0,General Jewish,07-25_07-31,30440,0.1314060446780552
Mar,male,60+,0,Arab,07-11_07-17,8491,0
Mar,male,60+,0,Arab,07-18_07-24,8491,0
Mar,male,60+,0,Arab,07-25_07-31,8491,0.1177717583323519
Mar,male,60+,0,ultra-Orthodox Jewish,07-11_07-17,2002,0
Mar,male,60+,0,ultra-Orthodox Jewish,07-18_07-24,2002,0
Mar,male,60+,0,ultra-Orthodox Jewish,07-25_07-31,2002,0
Mar,male,60+,1,General Jewish,07-11_07-17,4472,0.22361359570661896
Mar,male,60+,1,General Jewish,07-18_07-24,4471,0
Mar,male,60+,1,General Jewish,07-25_07-31,4468,0
Mar,male,60+,1,Arab,07-11_07-17,1509,0.6626905235255136
Mar,male,60+,1,Arab,07-18_07-24,1508,0
Mar,male,60+,1,Arab,07-25_07-31,1508,0
Mar,male,60+,1,ultra-Orthodox Jewish,07-11_07-17,342,0
Mar,male,60+,1,ultra-Orthodox Jewish,07-18_07-24,342,0
Mar,male,60+,1,ultra-Orthodox Jewish,07-25_07-31,340,0
Mar,male,60+,2+,General Jewish,07-11_07-17,2342,0
Mar,male,60+,2+,General Jewish,07-18_07-24,2342,0
Mar,male,60+,2+,General Jewish,07-25_07-31,2341,0
Mar,male,60+,2+,Arab,07-11_07-17,610,0
Mar,male,60+,2+,Arab,07-18_07-24,610,0
Mar,male,60+,2+,Arab,07-25_07-31,609,0
Mar,male,60+,2+,ultra-Orthodox Jewish,07-11_07-17,214,0
Mar,male,60+,2+,ultra-Orthodox Jewish,07-18_07-24,214,0
Mar,male,60+,2+,ultra-Orthodox Jewish,07-25_07-31,214,0
Apr-May,male,60+,0,General Jewish,07-11_07-17,9087,0
Apr-May,male,60+,0,General Jewish,07-18_07-24,9086,0
Apr-May,male,60+,0,General Jewish,07-25_07-31,9082,0
Apr-May,male,60+,0,Arab,07-11_07-17,2419,0
Apr-May,male,60+,0,Arab,07-18_07-24,2419,0
Apr-May,male,60+,0,Arab,07-25_07-31,2419,0
Apr-May,male,60+,0,ultra-Orthodox Jewish,07-11_07-17,607,0
Apr-May,male,60+,0,ultra-Orthodox Jewish,07-18_07-24,607,0
Apr-May,male,60+,0,ultra-Orthodox Jewish,07-25_07-31,607,0
Apr-May,male,60+,1,General Jewish,07-11_07-17,1327,0
Apr-May,male,60+,1,General Jewish,07-18_07-24,1327,0
Apr-May,male,60+,1,General Jewish,07-25_07-31,1326,0
Apr-May,male,60+,1,Arab,07-11_07-17,433,0
Apr-May,male,60+,1,Arab,07-18_07-24,433,0
Apr-May,male,60+,1,Arab,07-25_07-31,433,0
Apr-May,male,60+,1,ultra-Orthodox Jewish,07-11_07-17,92,0
Apr-May,male,60+,1,ultra-Orthodox Jewish,07-18_07-24,92,0
Apr-May,male,60+,1,ultra-Orthodox Jewish,07-25_07-31,92,0
Apr-May,male,60+,2+,General Jewish,07-11_07-17,868,1.152073732718894
Apr-May,male,60+,2+,General Jewish,07-18_07-24,867,0
Apr-May,male,60+,2+,General Jewish,07-25_07-31,867,0
Apr-May,male,60+,2+,Arab,07-11_07-17,172,0
Apr-May,male,60+,2+,Arab,07-18_07-24,172,0
Apr-May,male,60+,2+,Arab,07-25_07-31,172,0
Apr-May,male,60+,2+,ultra-Orthodox Jewish,07-11_07-17,95,0
Apr-May,male,60+,2+,ultra-Orthodox Jewish,07-18_07-24,95,0
Apr-May,male,60+,2+,ultra-Orthodox Jewish,07-25_07-31,95,0
